# iterator, reward, timestamp 
1,82.09288120269775,1625947611.2297444
2,53.210824728012085,1625947614.3126442
3,132.18346238136292,1625947617.4213758
4,113.15444111824036,1625947620.5428164
5,143.50289106369019,1625947623.6637113
6,107.87975788116455,1625947626.8673825
7,37.466228008270264,1625947629.9066956
8,42.08990931510925,1625947633.530505
9,36.047935485839844,1625947635.9414742
10,100.22959113121033,1625947639.06416
11,106.3818633556366,1625947643.1726074
12,124.38628077507019,1625947646.3165448
13,41.1144495010376,1625947649.473208
14,64.53263759613037,1625947652.6305556
15,33.65403413772583,1625947655.7151885
16,115.55102467536926,1625947659.8469107
17,127.7221143245697,1625947662.8424788
18,38.98882865905762,1625947665.992401
19,51.84778571128845,1625947669.1133494
20,119.32191252708435,1625947674.223692
21,51.846057176589966,1625947677.3745236
22,76.3329565525055,1625947680.3485992
23,96.883624792099,1625947683.5249963
24,118.61202120780945,1625947687.525996
25,111.90542578697205,1625947691.64711
26,62.407881021499634,1625947694.7403548
27,66.14261865615845,1625947697.7499425
28,125.60206651687622,1625947702.8903623
29,73.52009415626526,1625947705.9771779
30,75.41963458061218,1625947709.117348
31,43.71398687362671,1625947712.0922759
32,61.02690100669861,1625947715.2417452
33,115.31785130500793,1625947718.333656
34,54.96656894683838,1625947721.4382627
35,116.15300178527832,1625947724.5445092
36,85.75037121772766,1625947727.649506
37,81.60877227783203,1625947730.7558274
38,65.69769978523254,1625947733.8597841
39,111.61166429519653,1625947736.9663785
40,117.68209934234619,1625947740.9843934
41,31.975209712982178,1625947744.0811386
42,43.74122619628906,1625947747.1998491
43,128.05545330047607,1625947751.310218
44,122.97943234443665,1625947754.4177153
45,150.88576078414917,1625947757.5260289
46,117.0620322227478,1625947760.6283143
47,63.4271502494812,1625947763.7398157
48,117.06405878067017,1625947766.844461
49,173.4263300895691,1625947769.8652098
50,86.77002787590027,1625947772.963671
51,77.52323150634766,1625947776.066672
52,28.8945734500885,1625947779.5367737
53,8.256673812866211,1625947782.2821388
54,56.727588176727295,1625947785.3388531
55,155.42396903038025,1625947788.6726096
56,213.24974298477173,1625947792.0233266
57,34.56127643585205,1625947795.1787016
58,455.33889532089233,1625947798.4803095
59,69.85807418823242,1625947801.8038812
60,140.10122418403625,1625947804.9772122
61,55.91920018196106,1625947809.1868172
62,69.07224655151367,1625947812.201545
63,41.18260741233826,1625947815.2504022
64,52.953749895095825,1625947818.3168912
65,163.60986232757568,1625947821.4066226
66,126.42607092857361,1625947824.5186913
67,150.75808763504028,1625947827.6139274
68,144.7586715221405,1625947830.726106
69,141.33790135383606,1625947833.832121
